age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal
48,Female,152.4,86.2,High Activity,3.0,5.0,37.11,Obese,Fat Loss
44,Female,162.6,63.5,High Activity,10.0,4.0,24.03,Normal,Fat Loss
54,Male,154.9,77.1,High Activity,50.0,5.0,32.12,Obese,Fat Loss
33,Male,172.7,71.7,Moderate Activity,4.0,2.0,24.02,Normal,Fat Loss
53,Female,165.1,83.9,High Activity,20.0,0.0,30.79,Obese,Fat Loss
54,Male,185.4,90.7,Moderate Activity,3.0,0.0,26.39,Overweight,Fat Loss
48,Female,170.2,79.4,Low Activity,2.0,0.0,27.41,Overweight,Fat Loss
18,Female,167.6,56.7,High Activity,2.0,5.0,20.18,Normal,Fat Loss
37,Male,182.9,93.0,Low Activity,0.0,0.0,27.8,Overweight,Fat Loss
32,Female,160.0,51.7,High Activity,0.0,3.0,20.19,Normal,Fat Loss
40,Male,170.2,74.8,High Activity,20.0,10.0,25.84,Overweight,Fat Loss
39,Female,154.9,63.5,High Activity,20.0,15.0,26.45,Overweight,Fat Loss
43,Male,188.0,86.2,High Activity,10.0,10.0,24.39,Normal,Fat Loss
46,Female,154.9,70.3,High Activity,10.0,0.0,29.29,Overweight,Fat Loss
20,Male,154.9,99.8,High Activity,10.0,5.0,41.57,Obese,Fat Loss
18,Female,172.7,63.5,High Activity,10.0,10.0,21.29,Normal,Fat Loss
38,Female,167.6,68.0,Low Activity,2.0,1.0,24.21,Normal,Fat Loss
43,Female,167.6,68.0,High Activity,10.0,3.0,24.21,Normal,Fat Loss
42,Female,160.0,72.6,High Activity,20.0,12.0,28.34,Overweight,Fat Loss
45,Male,154.9,92.1,High Activity,12.0,0.0,38.36,Obese,Fat Loss
45,Female,165.1,59.0,Low Activity,0.0,0.0,21.63,Normal,Fat Loss
21,Male,152.4,77.1,Low Activity,0.0,0.0,33.2,Obese,Fat Loss
18,Female,154.9,52.2,Low Activity,0.0,0.0,21.73,Normal,Fat Loss
30,Male,180.3,74.8,High Activity,20.0,10.0,23.01,Normal,Fat Loss
31,Male,165.1,56.7,High Activity,4.0,3.0,20.8,Normal,Fat Loss
32,Male,175.3,97.5,High Activity,60.0,5.0,31.75,Obese,Fat Loss
33,Female,157.5,72.6,High Activity,40.0,5.0,29.26,Overweight,Fat Loss
37,Male,182.9,83.9,High Activity,20.0,0.0,25.09,Overweight,Fat Loss
31,Male,185.4,108.9,Moderate Activity,3.0,2.0,31.66,Obese,Fat Loss
31,Female,167.6,70.3,Moderate Activity,3.0,2.0,25.02,Overweight,Fat Loss
58,Male,170.2,83.9,High Activity,10.0,1.0,28.97,Overweight,Fat Loss
56,Female,162.6,79.4,High Activity,5.0,1.0,30.04,Obese,Fat Loss
60,Male,182.9,99.8,High Activity,6.0,1.0,29.84,Overweight,Fat Loss
58,Female,172.7,72.6,Low Activity,2.0,0.0,24.33,Normal,Fat Loss
26,Male,170.2,63.5,High Activity,10.0,2.0,21.93,Normal,Fat Loss
59,Male,154.9,77.1,High Activity,40.0,5.0,32.12,Obese,Fat Loss
51,Male,154.9,81.6,Moderate Activity,2.0,2.0,34.01,Obese,Fat Loss
48,Female,157.5,63.5,High Activity,25.0,0.0,25.61,Overweight,Fat Loss
27,Female,162.6,59.0,High Activity,4.0,3.0,22.31,Normal,Fat Loss
26,Male,154.9,95.3,High Activity,11.0,0.0,39.68,Obese,Fat Loss
56,Female,162.6,90.7,High Activity,5.0,2.0,34.33,Obese,Fat Loss
57,Male,175.3,135.2,High Activity,15.0,0.0,44.01,Obese,Fat Loss
20,Female,154.9,99.8,High Activity,20.0,20.0,41.57,Obese,Fat Loss
19,Female,167.6,58.1,High Activity,20.0,20.0,20.66,Normal,Fat Loss
34,Male,175.3,59.0,High Activity,10.0,5.0,19.2,Normal,Fat Loss
42,Male,185.4,108.9,High Activity,8.0,2.0,31.66,Obese,Fat Loss
32,Female,167.6,90.7,High Activity,8.0,0.0,32.28,Obese,Fat Loss
65,Male,182.9,102.1,High Activity,6.0,0.0,30.52,Obese,Fat Loss
65,Female,160.0,74.8,Low Activity,2.0,0.0,29.23,Overweight,Fat Loss
48,Male,175.3,65.8,High Activity,0.0,14.0,21.41,Normal,Fat Loss
45,Male,172.7,97.5,High Activity,35.0,0.0,32.69,Obese,Fat Loss
41,Female,165.1,81.6,High Activity,35.0,0.0,29.95,Overweight,Fat Loss
54,Male,182.9,88.5,High Activity,33.0,0.0,26.45,Overweight,Fat Loss
40,Female,172.7,70.3,Moderate Activity,3.0,0.0,23.57,Normal,Fat Loss
47,Male,175.3,104.3,High Activity,6.0,0.0,33.96,Obese,Fat Loss
50,Female,162.6,72.6,High Activity,5.0,0.0,27.46,Overweight,Fat Loss
18,Male,180.3,70.3,High Activity,5.0,10.0,21.62,Normal,Fat Loss
62,Female,157.5,64.4,Moderate Activity,3.0,0.0,25.97,Overweight,Fat Loss
43,Female,170.2,55.8,High Activity,10.0,5.0,19.26,Normal,Fat Loss
23,Male,182.9,79.4,High Activity,15.0,10.0,23.73,Normal,Fat Loss
59,Female,152.4,77.1,High Activity,5.0,0.0,33.2,Obese,Fat Loss
35,Male,170.2,61.2,High Activity,5.0,0.0,21.14,Normal,Fat Loss
61,Male,167.6,70.3,High Activity,5.0,3.0,25.02,Overweight,Fat Loss
49,Male,182.9,77.1,High Activity,10.0,0.0,23.06,Normal,Fat Loss
43,Male,175.3,72.6,High Activity,80.0,0.0,23.63,Normal,Fat Loss
24,Female,175.3,90.7,High Activity,70.0,0.0,29.53,Overweight,Fat Loss
59,Male,170.2,102.1,Low Activity,2.0,0.0,35.24,Obese,Fat Loss
64,Female,154.9,62.6,Low Activity,2.0,0.0,26.07,Overweight,Fat Loss
27,Female,154.9,54.4,High Activity,5.0,5.0,22.67,Normal,Fat Loss
40,Male,185.4,97.5,High Activity,40.0,1.0,28.37,Overweight,Fat Loss
38,Female,175.3,79.4,High Activity,30.0,1.0,25.84,Overweight,Fat Loss
21,Female,175.3,59.0,High Activity,25.0,2.0,19.2,Normal,Fat Loss
52,Male,190.5,102.1,High Activity,10.0,3.0,28.12,Overweight,Fat Loss
48,Female,175.3,72.6,High Activity,10.0,10.0,23.63,Normal,Fat Loss
21,Female,182.9,95.3,High Activity,3.0,5.0,28.48,Overweight,Fat Loss
30,Male,154.9,86.2,High Activity,20.0,10.0,35.9,Obese,Fat Loss
28,Female,162.6,72.6,High Activity,40.0,15.0,27.46,Overweight,Fat Loss
59,Female,165.1,83.9,High Activity,5.0,1.0,30.79,Obese,Fat Loss
32,Male,188.0,129.3,Moderate Activity,4.0,2.0,36.59,Obese,Fat Loss
30,Female,160.0,77.1,High Activity,5.0,4.0,30.11,Obese,Fat Loss
52,Female,167.6,54.4,High Activity,25.0,6.0,19.37,Normal,Fat Loss
54,Male,190.5,120.2,High Activity,3.0,3.0,33.12,Obese,Fat Loss
19,Female,160.0,63.5,High Activity,20.0,12.0,24.8,Normal,Fat Loss
54,Male,180.3,82.6,High Activity,8.0,0.0,25.38,Overweight,Fat Loss
55,Female,165.1,68.0,High Activity,8.0,0.0,24.96,Normal,Fat Loss
24,Male,180.3,88.5,High Activity,5.0,0.0,27.2,Overweight,Fat Loss
48,Male,180.3,108.9,Moderate Activity,3.0,0.0,33.47,Obese,Fat Loss
46,Female,180.3,72.6,Moderate Activity,3.0,0.0,22.32,Normal,Fat Loss
54,Male,175.3,93.0,High Activity,20.0,6.0,30.27,Obese,Fat Loss
54,Female,160.0,56.2,High Activity,14.0,3.0,21.97,Normal,Fat Loss
24,Male,182.9,86.2,High Activity,20.0,6.0,25.77,Overweight,Fat Loss
19,Male,154.9,68.0,High Activity,24.0,10.0,28.34,Overweight,Fat Loss
65,Male,180.3,106.6,Moderate Activity,3.0,1.0,32.78,Obese,Fat Loss
61,Female,165.1,63.5,Low Activity,1.0,0.0,23.3,Normal,Fat Loss
43,Male,154.9,81.6,High Activity,20.0,2.0,34.01,Obese,Fat Loss
39,Female,165.1,65.8,High Activity,20.0,6.0,24.13,Normal,Fat Loss
18,Male,172.7,79.4,High Activity,20.0,0.0,26.61,Overweight,Fat Loss
22,Female,162.6,63.5,High Activity,25.0,0.0,24.03,Normal,Fat Loss
46,Male,167.6,68.0,High Activity,40.0,0.0,24.21,Normal,Fat Loss
39,Female,157.5,59.0,High Activity,40.0,0.0,23.78,Normal,Fat Loss
48,Male,190.5,99.8,High Activity,30.0,20.0,27.5,Overweight,Fat Loss
49,Female,165.1,62.6,High Activity,10.0,5.0,22.96,Normal,Fat Loss
19,Female,165.1,52.2,Low Activity,0.0,0.0,19.14,Normal,Fat Loss
42,Male,180.3,88.5,Moderate Activity,1.0,2.0,27.2,Overweight,Fat Loss
46,Male,154.9,90.7,High Activity,10.0,2.0,37.79,Obese,Fat Loss
46,Female,165.1,49.9,High Activity,10.0,0.0,18.3,Underweight,Fat Loss
63,Female,154.9,67.1,High Activity,7.0,0.0,27.96,Overweight,Fat Loss
48,Female,167.6,63.5,High Activity,40.0,2.0,22.6,Normal,Fat Loss
47,Male,172.7,72.6,High Activity,35.0,2.0,24.33,Normal,Fat Loss
30,Female,160.0,59.0,Moderate Activity,3.0,0.0,23.03,Normal,Fat Loss
31,Male,175.3,68.0,High Activity,50.0,30.0,22.15,Normal,Fat Loss
61,Male,180.3,99.8,Moderate Activity,3.0,0.0,30.68,Obese,Fat Loss
53,Female,165.1,65.8,High Activity,20.0,0.0,24.13,Normal,Fat Loss
41,Female,157.5,56.7,High Activity,17.0,4.0,22.86,Normal,Fat Loss
42,Female,162.6,79.4,High Activity,15.0,0.0,30.04,Obese,Fat Loss
42,Male,175.3,90.7,High Activity,8.0,3.0,29.53,Overweight,Fat Loss
41,Female,165.1,72.6,High Activity,15.0,4.0,26.63,Overweight,Fat Loss
60,Male,172.7,72.6,Low Activity,2.0,0.0,24.33,Normal,Fat Loss
53,Female,154.9,77.1,High Activity,32.0,0.0,32.12,Obese,Fat Loss
37,Female,162.6,113.4,High Activity,5.0,0.0,42.91,Obese,Fat Loss
63,Female,162.6,79.4,High Activity,15.0,0.0,30.04,Obese,Fat Loss
65,Male,154.9,83.9,Moderate Activity,3.0,0.0,34.96,Obese,Fat Loss
64,Male,180.3,82.1,High Activity,5.0,2.0,25.24,Overweight,Fat Loss
64,Female,160.0,53.5,Low Activity,2.0,0.0,20.9,Normal,Fat Loss
26,Male,154.9,63.5,High Activity,80.0,20.0,26.45,Overweight,Fat Loss
23,Female,172.7,59.0,High Activity,20.0,7.0,19.77,Normal,Fat Loss
65,Female,170.2,80.7,Low Activity,2.0,0.0,27.88,Overweight,Fat Loss
49,Female,172.7,72.6,Moderate Activity,4.0,0.0,24.33,Normal,Fat Loss
33,Female,162.6,54.4,Low Activity,0.0,0.0,20.6,Normal,Fat Loss
58,Female,167.6,61.2,High Activity,28.0,8.0,21.79,Normal,Fat Loss
48,Female,172.7,95.3,High Activity,5.0,0.0,31.93,Obese,Fat Loss
47,Male,180.3,104.3,High Activity,1.0,40.0,32.08,Obese,Fat Loss
45,Male,182.9,90.7,High Activity,5.0,3.0,27.12,Overweight,Fat Loss
44,Female,172.7,68.0,High Activity,5.0,3.0,22.81,Normal,Fat Loss
64,Male,154.9,81.6,High Activity,50.0,6.0,34.01,Obese,Fat Loss
59,Female,157.5,58.1,High Activity,32.0,4.0,23.41,Normal,Fat Loss
37,Female,167.6,97.5,High Activity,5.0,0.0,34.7,Obese,Fat Loss
39,Male,185.4,86.2,Moderate Activity,3.0,0.0,25.07,Overweight,Fat Loss
42,Male,154.9,113.4,High Activity,50.0,5.0,47.24,Obese,Fat Loss
36,Female,165.1,113.4,High Activity,20.0,0.0,41.6,Obese,Fat Loss
44,Male,182.9,81.6,High Activity,10.0,40.0,24.41,Normal,Fat Loss
42,Female,167.6,77.1,High Activity,10.0,2.0,27.44,Overweight,Fat Loss
57,Female,162.6,72.6,High Activity,5.0,5.0,27.46,Overweight,Fat Loss
57,Male,180.3,78.5,High Activity,40.0,16.0,24.13,Normal,Fat Loss
33,Male,154.9,97.5,High Activity,70.0,4.0,40.62,Obese,Fat Loss
32,Female,162.6,59.0,High Activity,70.0,7.0,22.31,Normal,Fat Loss
64,Female,157.5,56.7,High Activity,27.0,7.0,22.86,Normal,Fat Loss
39,Male,175.3,77.1,High Activity,56.0,4.0,25.1,Overweight,Fat Loss
38,Female,157.5,51.3,High Activity,40.0,0.0,20.67,Normal,Fat Loss
31,Female,175.3,65.8,Low Activity,0.0,0.0,21.41,Normal,Fat Loss
31,Male,185.4,90.7,Low Activity,0.0,0.0,26.39,Overweight,Fat Loss
32,Male,172.7,74.8,Low Activity,2.0,0.0,25.09,Overweight,Fat Loss
33,Female,157.5,65.8,Low Activity,2.0,0.0,26.52,Overweight,Fat Loss
42,Female,157.5,63.5,High Activity,15.0,0.0,25.61,Overweight,Fat Loss
56,Male,154.9,99.8,Moderate Activity,3.0,2.0,41.57,Obese,Fat Loss
55,Female,162.6,72.6,Moderate Activity,3.0,2.0,27.46,Overweight,Fat Loss
57,Male,154.9,117.9,High Activity,6.0,0.0,49.13,Obese,Fat Loss
61,Female,157.5,72.6,Moderate Activity,3.0,0.0,29.26,Overweight,Fat Loss
37,Male,182.9,90.7,High Activity,60.0,10.0,27.12,Overweight,Fat Loss
34,Female,160.0,74.8,High Activity,56.0,3.0,29.23,Overweight,Fat Loss
63,Male,195.6,83.9,High Activity,10.0,3.0,21.94,Normal,Fat Loss
62,Female,170.2,68.0,High Activity,10.0,3.0,23.49,Normal,Fat Loss
58,Male,180.3,83.9,High Activity,20.0,2.0,25.8,Overweight,Fat Loss
54,Male,185.4,83.9,High Activity,5.0,2.0,24.41,Normal,Fat Loss
44,Female,157.5,53.5,High Activity,12.0,0.0,21.58,Normal,Fat Loss
19,Female,170.2,59.0,High Activity,5.0,0.0,20.36,Normal,Fat Loss
18,Male,182.9,77.1,High Activity,12.0,0.0,23.06,Normal,Fat Loss
43,Male,185.4,104.3,Low Activity,2.0,0.0,30.34,Obese,Fat Loss
43,Female,154.9,74.8,Moderate Activity,4.0,0.0,31.18,Obese,Fat Loss
59,Male,188.0,129.7,Moderate Activity,3.0,0.0,36.72,Obese,Fat Loss
54,Female,170.2,78.9,Moderate Activity,3.0,0.0,27.25,Overweight,Fat Loss
36,Male,180.3,99.8,High Activity,10.0,0.0,30.68,Obese,Fat Loss
32,Female,170.2,86.2,High Activity,20.0,10.0,29.76,Overweight,Fat Loss
61,Male,182.9,100.7,High Activity,10.0,0.0,30.11,Obese,Fat Loss
57,Female,165.1,59.4,High Activity,10.0,0.0,21.8,Normal,Fat Loss
50,Male,172.7,97.5,High Activity,50.0,6.0,32.69,Obese,Fat Loss
55,Female,165.1,72.6,High Activity,21.0,3.0,26.63,Overweight,Fat Loss
46,Male,180.3,90.7,High Activity,19.0,1.0,27.89,Overweight,Fat Loss
46,Female,162.6,77.1,High Activity,8.0,1.0,29.18,Overweight,Fat Loss
54,Female,154.9,90.7,High Activity,5.0,0.0,37.79,Obese,Fat Loss
23,Male,190.5,81.6,High Activity,5.0,0.0,22.5,Normal,Fat Loss
54,Male,180.3,70.3,High Activity,4.0,42.0,21.62,Normal,Fat Loss
50,Female,162.6,68.0,High Activity,30.0,4.0,25.75,Overweight,Fat Loss
19,Female,170.2,65.8,High Activity,30.0,8.0,22.71,Normal,Fat Loss
48,Female,172.7,72.6,High Activity,20.0,2.0,24.33,Normal,Fat Loss
35,Male,185.4,77.1,High Activity,10.0,5.0,22.43,Normal,Fat Loss
35,Female,175.3,68.0,High Activity,20.0,5.0,22.15,Normal,Fat Loss
51,Female,167.6,68.0,High Activity,10.0,0.0,24.21,Normal,Fat Loss
62,Male,154.9,90.7,High Activity,18.0,0.0,37.79,Obese,Fat Loss
61,Female,160.0,58.1,High Activity,24.0,0.0,22.67,Normal,Fat Loss
49,Male,172.7,86.2,High Activity,60.0,20.0,28.89,Overweight,Fat Loss
45,Female,160.0,54.4,High Activity,25.0,0.0,21.26,Normal,Fat Loss
49,Female,172.7,68.0,High Activity,10.0,0.0,22.81,Normal,Fat Loss
50,Male,180.3,104.3,High Activity,8.0,6.0,32.08,Obese,Fat Loss
19,Male,188.0,77.1,Moderate Activity,3.0,0.0,21.83,Normal,Fat Loss
25,Male,190.5,104.3,High Activity,30.0,15.0,28.75,Overweight,Fat Loss
20,Female,167.6,90.7,High Activity,8.0,0.0,32.28,Obese,Fat Loss
52,Male,182.9,122.5,Low Activity,1.0,0.0,36.62,Obese,Fat Loss
51,Female,162.6,81.6,Low Activity,1.0,0.0,30.9,Obese,Fat Loss
20,Male,195.6,93.9,High Activity,6.0,4.0,24.55,Normal,Fat Loss
51,Male,162.6,65.8,Moderate Activity,4.0,0.0,24.89,Normal,Fat Loss
46,Female,154.9,48.5,Low Activity,1.0,0.0,20.22,Normal,Fat Loss
22,Male,170.2,79.4,Low Activity,0.0,0.0,27.41,Overweight,Fat Loss
18,Female,152.4,49.9,Moderate Activity,1.0,2.0,21.48,Normal,Fat Loss
60,Male,182.9,94.3,High Activity,25.0,3.0,28.21,Overweight,Fat Loss
59,Female,160.0,54.4,High Activity,25.0,2.0,21.26,Normal,Fat Loss
45,Male,190.5,111.1,Moderate Activity,3.0,2.0,30.62,Obese,Fat Loss
45,Female,170.2,68.0,Moderate Activity,4.0,0.0,23.49,Normal,Fat Loss
38,Male,185.4,81.6,Low Activity,0.0,0.0,23.75,Normal,Fat Loss
38,Female,172.7,74.8,High Activity,10.0,0.0,25.09,Overweight,Fat Loss
50,Male,167.6,92.1,High Activity,50.0,6.0,32.76,Obese,Fat Loss
49,Female,162.6,95.3,High Activity,30.0,30.0,36.05,Obese,Fat Loss
28,Male,170.2,108.9,High Activity,35.0,0.0,37.59,Obese,Fat Loss
65,Female,162.6,65.8,High Activity,25.0,3.0,24.89,Normal,Fat Loss
53,Female,152.4,61.2,High Activity,6.0,0.0,26.37,Overweight,Fat Loss
18,Female,162.6,59.0,Moderate Activity,4.0,0.0,22.31,Normal,Fat Loss
52,Female,157.5,44.5,Low Activity,2.0,1.0,17.92,Underweight,Fat Loss
19,Male,175.3,59.0,Low Activity,2.0,1.0,19.2,Normal,Fat Loss
52,Male,154.9,74.8,Moderate Activity,1.0,2.0,31.18,Obese,Fat Loss
47,Male,182.9,83.9,High Activity,20.0,20.0,25.09,Overweight,Fat Loss
44,Female,162.6,45.4,High Activity,25.0,4.0,17.16,Underweight,Fat Loss
47,Male,180.3,97.5,High Activity,5.0,2.0,29.99,Overweight,Fat Loss
56,Male,154.9,95.3,High Activity,10.0,10.0,39.68,Obese,Fat Loss
48,Female,162.6,63.5,High Activity,15.0,0.0,24.03,Normal,Fat Loss
21,Female,162.6,52.2,High Activity,10.0,0.0,19.74,Normal,Fat Loss
19,Female,160.0,52.2,High Activity,10.0,5.0,20.37,Normal,Fat Loss
37,Male,188.0,127.0,Moderate Activity,3.0,0.0,35.95,Obese,Fat Loss
35,Female,165.1,122.5,Low Activity,0.0,0.0,44.93,Obese,Fat Loss
55,Male,175.3,97.5,Moderate Activity,4.0,0.0,31.75,Obese,Fat Loss
53,Female,154.9,53.5,Moderate Activity,3.0,0.0,22.3,Normal,Fat Loss
41,Male,185.4,79.4,High Activity,3.0,3.0,23.09,Normal,Fat Loss
41,Female,152.4,53.5,High Activity,6.0,7.0,23.05,Normal,Fat Loss
29,Male,195.6,104.3,High Activity,5.0,3.0,27.27,Overweight,Fat Loss
37,Female,167.6,68.0,High Activity,7.0,1.0,24.21,Normal,Fat Loss
46,Male,185.4,95.3,High Activity,12.0,4.0,27.71,Overweight,Fat Loss
51,Female,160.0,63.5,High Activity,6.0,2.0,24.8,Normal,Fat Loss
25,Male,167.6,68.0,High Activity,12.0,6.0,24.21,Normal,Fat Loss
42,Male,182.9,93.0,High Activity,5.0,2.0,27.8,Overweight,Fat Loss
39,Female,162.6,65.8,High Activity,5.0,4.0,24.89,Normal,Fat Loss
49,Male,193.0,111.1,High Activity,20.0,0.0,29.82,Overweight,Fat Loss
43,Female,170.2,77.1,High Activity,20.0,0.0,26.63,Overweight,Fat Loss
65,Male,180.3,83.9,High Activity,4.0,4.0,25.8,Overweight,Fat Loss
63,Female,162.6,76.2,High Activity,2.0,4.0,28.84,Overweight,Fat Loss
60,Male,188.0,108.9,High Activity,10.0,0.0,30.81,Obese,Fat Loss
59,Female,170.2,68.0,High Activity,30.0,0.0,23.49,Normal,Fat Loss
55,Female,162.6,65.8,Moderate Activity,4.0,0.0,24.89,Normal,Fat Loss
22,Female,157.5,45.4,High Activity,2.0,4.0,18.29,Underweight,Fat Loss
26,Male,165.1,65.8,Low Activity,2.0,0.0,24.13,Normal,Fat Loss
23,Female,165.1,56.7,High Activity,20.0,20.0,20.8,Normal,Fat Loss
58,Male,185.4,94.3,High Activity,45.0,0.0,27.44,Overweight,Fat Loss
50,Female,167.6,65.8,High Activity,25.0,0.0,23.4,Normal,Fat Loss
26,Female,175.3,79.4,High Activity,12.0,3.0,25.84,Overweight,Fat Loss
26,Male,175.3,77.1,High Activity,12.0,3.0,25.1,Overweight,Fat Loss
56,Male,154.9,81.6,Low Activity,2.0,0.0,34.01,Obese,Fat Loss
21,Female,172.7,79.4,High Activity,0.0,3.0,26.61,Overweight,Fat Loss
55,Female,170.2,90.7,Moderate Activity,4.0,1.0,31.32,Obese,Fat Loss
21,Male,182.9,81.6,High Activity,0.0,3.0,24.41,Normal,Fat Loss
61,Male,190.5,96.2,High Activity,12.0,6.0,26.5,Overweight,Fat Loss
48,Female,162.6,52.2,High Activity,8.0,0.0,19.74,Normal,Fat Loss
48,Male,154.9,81.6,High Activity,10.0,0.0,34.01,Obese,Fat Loss
41,Male,180.3,72.6,High Activity,4.0,4.0,22.32,Normal,Fat Loss
60,Male,185.4,97.5,High Activity,8.0,10.0,28.37,Overweight,Fat Loss
57,Female,160.0,70.3,Moderate Activity,4.0,2.0,27.46,Overweight,Fat Loss
30,Female,165.1,61.2,Moderate Activity,4.0,2.0,22.46,Normal,Fat Loss
54,Female,175.3,86.2,High Activity,15.0,0.0,28.06,Overweight,Fat Loss
63,Female,152.4,49.9,High Activity,40.0,0.0,21.48,Normal,Fat Loss
50,Female,172.7,72.6,High Activity,5.0,2.0,24.33,Normal,Fat Loss
45,Female,172.7,81.6,High Activity,35.0,5.0,27.37,Overweight,Fat Loss
48,Male,182.9,108.9,Low Activity,0.0,0.0,32.55,Obese,Fat Loss
46,Male,185.4,86.2,High Activity,5.0,2.0,25.07,Overweight,Fat Loss
37,Female,175.3,72.6,Low Activity,2.0,0.0,23.63,Normal,Fat Loss
49,Male,193.0,90.7,High Activity,40.0,10.0,24.34,Normal,Fat Loss
53,Female,165.1,73.9,High Activity,20.0,2.0,27.12,Overweight,Fat Loss
55,Male,182.9,95.3,Low Activity,2.0,0.0,28.48,Overweight,Fat Loss
65,Male,182.9,95.3,High Activity,0.0,4.0,28.48,Overweight,Fat Loss
65,Female,165.1,86.2,Low Activity,1.0,0.0,31.62,Obese,Fat Loss
33,Male,180.3,88.5,Moderate Activity,2.0,2.0,27.2,Overweight,Fat Loss
60,Female,157.5,84.4,High Activity,28.0,0.0,34.02,Obese,Fat Loss
50,Male,182.9,83.9,High Activity,10.0,1.0,25.09,Overweight,Fat Loss
58,Female,157.5,40.8,High Activity,84.0,5.0,16.46,Underweight,Fat Loss
42,Female,162.6,86.6,High Activity,15.0,1.0,32.78,Obese,Fat Loss
19,Female,157.5,62.6,High Activity,15.0,5.0,25.24,Overweight,Fat Loss
18,Male,188.0,71.2,High Activity,15.0,5.0,20.16,Normal,Fat Loss
31,Male,175.3,77.1,High Activity,20.0,4.0,25.1,Overweight,Fat Loss
30,Female,170.2,65.8,Moderate Activity,3.0,2.0,22.71,Normal,Fat Loss
37,Female,180.3,65.8,Low Activity,1.0,0.0,20.22,Normal,Fat Loss
44,Male,188.0,81.6,Low Activity,1.0,0.0,23.11,Normal,Fat Loss
46,Female,167.6,81.6,High Activity,20.0,1.0,29.05,Overweight,Fat Loss
41,Male,154.9,99.8,High Activity,15.0,1.0,41.57,Obese,Fat Loss
46,Female,162.6,61.7,High Activity,6.0,3.0,23.34,Normal,Fat Loss
19,Female,160.0,54.4,Moderate Activity,3.0,0.0,21.26,Normal,Fat Loss
49,Female,162.6,64.4,High Activity,10.0,0.0,24.37,Normal,Fat Loss
54,Male,167.6,59.0,High Activity,5.0,0.0,20.98,Normal,Fat Loss
28,Female,167.6,61.2,High Activity,8.0,8.0,21.79,Normal,Fat Loss
28,Male,175.3,70.3,High Activity,8.0,15.0,22.89,Normal,Fat Loss
60,Male,172.7,68.0,High Activity,16.0,10.0,22.81,Normal,Fat Loss
60,Female,165.1,56.7,High Activity,20.0,2.0,20.8,Normal,Fat Loss
30,Male,175.3,90.7,High Activity,30.0,5.0,29.53,Overweight,Fat Loss
56,Male,180.3,90.7,High Activity,20.0,6.0,27.89,Overweight,Fat Loss
56,Male,188.0,95.3,High Activity,22.0,2.0,26.96,Overweight,Fat Loss
55,Female,157.5,52.2,High Activity,21.0,2.0,21.03,Normal,Fat Loss
46,Male,182.9,81.6,High Activity,20.0,5.0,24.41,Normal,Fat Loss
46,Female,170.2,108.9,High Activity,15.0,0.0,37.59,Obese,Fat Loss
52,Female,172.7,81.6,High Activity,7.0,3.0,27.37,Overweight,Fat Loss
35,Male,188.0,87.1,Moderate Activity,4.0,1.0,24.65,Normal,Fat Loss
34,Female,170.2,63.5,High Activity,14.0,0.0,21.93,Normal,Fat Loss
31,Male,188.0,85.3,Moderate Activity,3.0,0.0,24.14,Normal,Fat Loss
28,Female,172.7,83.9,High Activity,3.0,3.0,28.13,Overweight,Fat Loss
50,Female,157.5,65.8,High Activity,20.0,2.0,26.52,Overweight,Fat Loss
51,Female,172.7,79.4,High Activity,10.0,0.0,26.61,Overweight,Fat Loss
44,Male,175.3,65.8,High Activity,5.0,0.0,21.41,Normal,Fat Loss
60,Female,172.7,81.6,High Activity,70.0,10.0,27.37,Overweight,Fat Loss
57,Male,154.9,83.9,High Activity,5.0,0.0,34.96,Obese,Fat Loss
46,Female,157.5,81.6,Low Activity,2.0,0.0,32.92,Obese,Fat Loss
24,Female,157.5,49.9,Moderate Activity,2.0,2.0,20.12,Normal,Fat Loss
18,Female,152.4,45.4,High Activity,1.0,5.0,19.53,Normal,Fat Loss
38,Male,182.9,90.7,Moderate Activity,3.0,2.0,27.12,Overweight,Fat Loss
27,Female,175.3,70.3,High Activity,6.0,1.0,22.89,Normal,Fat Loss
27,Male,185.4,77.1,High Activity,6.0,1.0,22.43,Normal,Fat Loss
56,Male,185.4,117.9,High Activity,40.0,40.0,34.3,Obese,Fat Loss
47,Female,172.7,104.3,High Activity,80.0,0.0,34.97,Obese,Fat Loss
23,Female,162.6,68.0,High Activity,80.0,0.0,25.75,Overweight,Fat Loss
28,Male,175.3,72.6,High Activity,80.0,10.0,23.63,Normal,Fat Loss
21,Female,152.4,59.0,High Activity,80.0,20.0,25.39,Overweight,Fat Loss
34,Female,175.3,74.8,Moderate Activity,4.0,0.0,24.37,Normal,Fat Loss
65,Male,175.3,79.4,High Activity,40.0,8.0,25.84,Overweight,Fat Loss
60,Male,180.3,82.6,High Activity,10.0,0.0,25.38,Overweight,Fat Loss
38,Female,175.3,83.9,Moderate Activity,4.0,2.0,27.32,Overweight,Fat Loss
41,Male,188.0,102.1,High Activity,6.0,1.0,28.89,Overweight,Fat Loss
51,Female,170.2,65.8,High Activity,5.0,0.0,22.71,Normal,Fat Loss
62,Male,175.3,81.6,High Activity,10.0,3.0,26.58,Overweight,Fat Loss
63,Female,157.5,83.9,High Activity,20.0,10.0,33.84,Obese,Fat Loss
60,Male,182.9,88.5,High Activity,5.0,5.0,26.45,Overweight,Fat Loss
