age,gender,height_cm,weight_kg,bmi,bmi_category,bmr,tdee,activity_level,activity_multiplier,Mod_act,Vig_act,has_activity_data,fitness_goal,workout_template_id,nutrition_template_id,data_source,split
19,Male,176.0,70.2,22.68,Normal,1765.8,3196.0,High Activity,1.81,5.48,3.24,True,Maintenance,9,7,synthetic,train
54,Male,163.1,55.2,20.74,Normal,1303.2,2020.0,Moderate Activity,1.55,3.41,1.26,True,Maintenance,8,7,synthetic,train
49,Male,182.0,87.9,26.53,Overweight,1861.0,3368.4,High Activity,1.81,6.98,2.75,True,Maintenance,9,8,synthetic,train
18,Female,156.4,58.3,23.84,Normal,1393.5,1797.6,Low Activity,1.29,1.48,0.54,True,Maintenance,7,7,synthetic,train
21,Female,164.3,49.7,18.42,Underweight,1325.2,2398.6,High Activity,1.81,4.88,1.98,True,Maintenance,9,6,synthetic,train
71,Female,162.1,74.0,28.17,Overweight,1326.5,2401.0,High Activity,1.81,5.36,2.36,True,Maintenance,9,8,synthetic,train
20,Female,169.7,66.5,23.09,Normal,1502.1,2328.2,Moderate Activity,1.55,3.68,2.25,True,Maintenance,8,7,synthetic,train
21,Male,169.3,55.0,19.19,Normal,1518.9,2749.2,High Activity,1.81,5.92,2.84,True,Maintenance,9,7,synthetic,train
38,Male,176.8,53.8,17.21,Underweight,1442.1,2610.3,High Activity,1.81,6.0,2.96,True,Maintenance,9,6,synthetic,train
63,Female,162.9,59.8,22.55,Normal,1232.8,2231.3,High Activity,1.81,4.52,2.19,True,Maintenance,9,7,synthetic,train
60,Female,155.6,66.7,27.56,Overweight,1287.1,2329.6,High Activity,1.81,5.95,3.5,True,Maintenance,9,8,synthetic,train
69,Male,158.6,41.8,16.63,Underweight,1018.4,1843.4,High Activity,1.81,5.21,2.68,True,Maintenance,9,6,synthetic,train
55,Male,177.6,72.5,22.98,Normal,1599.1,2894.3,High Activity,1.81,5.62,2.62,True,Maintenance,9,7,synthetic,train
56,Female,165.3,63.7,23.29,Normal,1306.1,2364.0,High Activity,1.81,5.43,2.04,True,Maintenance,9,7,synthetic,train
47,Male,170.4,46.7,16.07,Underweight,1264.4,2288.5,High Activity,1.81,5.46,2.26,True,Maintenance,9,6,synthetic,train
59,Female,163.5,76.6,28.65,Overweight,1407.5,2547.5,High Activity,1.81,5.91,2.89,True,Maintenance,9,8,synthetic,train
64,Male,166.4,47.5,17.17,Underweight,1160.1,2099.7,High Activity,1.81,5.29,2.57,True,Maintenance,9,6,synthetic,train
64,Female,165.9,79.9,29.04,Overweight,1422.9,2575.5,High Activity,1.81,4.3,2.61,True,Maintenance,9,8,synthetic,train
52,Female,164.4,46.4,17.19,Underweight,1160.9,2101.3,High Activity,1.81,7.37,3.03,True,Maintenance,9,6,synthetic,train
35,Female,155.1,55.5,23.07,Normal,1290.1,2335.0,High Activity,1.81,5.03,2.7,True,Maintenance,9,7,synthetic,train
36,Male,176.4,52.6,16.89,Underweight,1435.0,2597.3,High Activity,1.81,6.19,3.38,True,Maintenance,9,6,synthetic,train
57,Female,159.6,53.2,20.89,Normal,1187.7,2149.7,High Activity,1.81,5.57,2.41,True,Maintenance,9,7,synthetic,train
30,Female,170.1,49.2,16.99,Underweight,1299.2,2351.5,High Activity,1.81,6.83,2.96,True,Maintenance,9,6,synthetic,train
21,Male,172.3,64.8,21.82,Normal,1664.3,3012.3,High Activity,1.81,5.57,2.48,True,Maintenance,9,7,synthetic,train
32,Male,168.0,71.2,25.25,Overweight,1667.3,3017.8,High Activity,1.81,4.91,2.04,True,Maintenance,9,8,synthetic,train
33,Male,167.0,46.8,16.79,Underweight,1330.1,2407.4,High Activity,1.81,5.41,3.47,True,Maintenance,9,6,synthetic,train
51,Male,177.4,57.8,18.36,Underweight,1424.4,2578.2,High Activity,1.81,6.4,2.93,True,Maintenance,9,6,synthetic,train
23,Female,159.4,51.1,20.1,Normal,1314.0,2378.3,High Activity,1.81,6.2,2.66,True,Maintenance,9,7,synthetic,train
23,Female,163.1,75.8,28.49,Overweight,1553.8,2812.5,High Activity,1.81,6.59,2.24,True,Maintenance,9,2,synthetic,train
36,Male,169.1,83.0,29.02,Overweight,1807.0,3270.7,High Activity,1.81,5.55,2.32,True,Maintenance,9,8,synthetic,train
72,Male,186.9,90.6,25.94,Overweight,1790.0,3239.9,High Activity,1.81,5.61,1.92,True,Maintenance,9,8,synthetic,train
26,Male,170.0,52.7,18.22,Underweight,1462.0,2646.2,High Activity,1.81,6.48,2.8,True,Maintenance,9,6,synthetic,train
42,Female,163.3,62.9,23.6,Normal,1353.7,2450.2,High Activity,1.81,4.96,2.26,True,Maintenance,9,7,synthetic,train
58,Male,185.3,76.7,22.36,Normal,1676.1,3033.7,High Activity,1.81,5.5,2.55,True,Maintenance,3,7,synthetic,train
19,Female,159.3,46.0,18.14,Underweight,1284.5,2324.9,High Activity,1.81,4.69,2.25,True,Maintenance,9,6,synthetic,train
59,Female,156.3,54.1,22.12,Normal,1176.3,2129.0,High Activity,1.81,5.85,2.44,True,Maintenance,9,7,synthetic,train
32,Male,170.5,57.4,19.74,Normal,1494.2,2704.5,High Activity,1.81,6.11,2.22,True,Maintenance,9,7,synthetic,train
34,Female,159.8,48.7,19.06,Normal,1245.8,2255.0,High Activity,1.81,4.65,3.23,True,Maintenance,9,7,synthetic,train
40,Female,170.5,83.5,28.72,Overweight,1574.5,2849.9,High Activity,1.81,4.8,3.77,True,Maintenance,9,8,synthetic,train
69,Male,173.8,59.9,19.83,Normal,1332.7,2412.2,High Activity,1.81,5.88,3.23,True,Maintenance,9,5,synthetic,train
42,Female,154.7,40.0,16.72,Underweight,1114.8,1728.0,Moderate Activity,1.55,2.71,1.34,True,Maintenance,8,6,synthetic,train
51,Male,182.4,82.3,24.75,Normal,1777.5,3217.3,High Activity,1.81,4.79,2.25,True,Maintenance,9,7,synthetic,train
26,Male,177.4,90.9,28.87,Overweight,2010.2,3638.5,High Activity,1.81,5.16,2.32,True,Maintenance,9,8,synthetic,train
22,Female,162.8,58.1,21.92,Normal,1393.8,2522.7,High Activity,1.81,5.76,2.57,True,Maintenance,9,7,synthetic,train
48,Male,184.9,77.2,22.58,Normal,1738.0,2242.0,Low Activity,1.29,1.39,0.74,True,Maintenance,7,7,synthetic,train
27,Female,172.5,67.7,22.76,Normal,1491.1,2699.0,High Activity,1.81,5.7,2.82,True,Maintenance,9,7,synthetic,train
48,Male,169.7,50.4,17.51,Underweight,1306.2,2364.1,High Activity,1.81,5.49,2.7,True,Maintenance,9,6,synthetic,train
28,Female,150.4,40.0,17.69,Underweight,1162.1,2103.3,High Activity,1.81,6.17,3.45,True,Maintenance,9,6,synthetic,train
21,Female,161.0,47.7,18.41,Underweight,1297.0,2347.6,High Activity,1.81,5.57,2.3,True,Maintenance,9,4,synthetic,train
49,Male,172.2,72.8,24.54,Normal,1612.1,2917.8,High Activity,1.81,6.79,3.46,True,Maintenance,9,7,synthetic,train
64,Male,165.7,48.7,17.75,Underweight,1173.0,2123.2,High Activity,1.81,6.29,2.0,True,Maintenance,9,6,synthetic,train
26,Female,173.9,53.1,17.56,Underweight,1364.3,2114.7,Moderate Activity,1.55,3.71,2.24,True,Maintenance,8,6,synthetic,train
19,Male,184.6,76.8,22.55,Normal,1895.4,2937.8,Moderate Activity,1.55,4.3,2.25,True,Maintenance,8,7,synthetic,train
54,Female,159.1,40.6,16.06,Underweight,1082.4,1959.1,High Activity,1.81,6.77,2.88,True,Maintenance,9,6,synthetic,train
41,Female,164.6,49.1,18.13,Underweight,1234.5,1592.5,Low Activity,1.29,1.79,1.05,True,Maintenance,7,6,synthetic,train
53,Female,166.9,63.6,22.83,Normal,1323.3,2395.2,High Activity,1.81,5.71,2.93,True,Maintenance,9,7,synthetic,train
49,Male,168.0,63.6,22.56,Normal,1468.6,2658.1,High Activity,1.81,5.23,3.38,True,Maintenance,9,7,synthetic,train
31,Male,165.0,52.7,19.36,Normal,1410.9,2553.6,High Activity,1.81,5.19,2.94,True,Maintenance,9,7,synthetic,train
69,Male,182.1,53.0,16.0,Underweight,1280.7,2318.1,High Activity,1.81,6.38,2.15,True,Maintenance,9,6,synthetic,train
71,Female,156.7,58.8,23.95,Normal,1169.3,1508.4,Low Activity,1.29,1.91,1.52,True,Maintenance,7,7,synthetic,train
23,Male,157.8,52.2,20.99,Normal,1415.0,2561.1,High Activity,1.81,6.5,2.66,True,Maintenance,9,7,synthetic,train
40,Female,157.7,45.9,18.47,Underweight,1187.4,2149.1,High Activity,1.81,6.66,2.85,True,Maintenance,9,6,synthetic,train
52,Female,170.9,59.8,20.46,Normal,1304.7,2361.6,High Activity,1.81,6.07,3.4,True,Maintenance,9,7,synthetic,train
46,Female,170.0,50.8,17.58,Underweight,1244.8,2253.2,High Activity,1.81,7.19,3.15,True,Maintenance,9,6,synthetic,train
62,Female,165.7,63.6,23.17,Normal,1281.1,2318.7,High Activity,1.81,6.09,2.57,True,Maintenance,9,7,synthetic,train
70,Male,161.1,67.4,25.96,Overweight,1366.7,2473.7,High Activity,1.81,7.84,2.48,True,Maintenance,9,8,synthetic,train
45,Male,176.6,62.3,20.0,Normal,1515.4,2742.9,High Activity,1.81,5.08,3.79,True,Maintenance,9,7,synthetic,train
63,Female,161.9,58.8,22.43,Normal,1219.6,1890.4,Moderate Activity,1.55,3.96,2.26,True,Maintenance,8,7,synthetic,train
71,Male,186.2,68.4,19.72,Normal,1494.6,2705.2,High Activity,1.81,4.73,1.79,True,Maintenance,9,7,synthetic,train
70,Male,181.5,55.3,16.79,Underweight,1302.6,2357.7,High Activity,1.81,6.41,3.31,True,Maintenance,9,6,synthetic,train
74,Female,155.2,51.6,21.41,Normal,1085.2,1964.2,High Activity,1.81,7.1,2.91,True,Maintenance,9,7,synthetic,train
64,Male,167.2,52.8,18.9,Normal,1234.8,2234.9,High Activity,1.81,4.8,2.81,True,Maintenance,9,7,synthetic,train
47,Female,153.9,43.1,18.21,Underweight,1119.9,2027.0,High Activity,1.81,4.45,3.59,True,Maintenance,9,6,synthetic,train
71,Female,154.2,50.9,21.41,Normal,1088.5,1970.2,High Activity,1.81,5.28,3.01,True,Maintenance,9,7,synthetic,train
66,Male,170.4,55.8,19.21,Normal,1279.3,1983.0,Moderate Activity,1.55,3.29,1.62,True,Maintenance,8,7,synthetic,train
51,Female,158.5,49.8,19.84,Normal,1178.4,2132.9,High Activity,1.81,7.53,3.4,True,Maintenance,9,7,synthetic,train
26,Male,160.2,71.0,27.65,Overweight,1660.7,3005.8,High Activity,1.81,6.54,3.23,True,Maintenance,9,8,synthetic,train
35,Female,163.0,51.6,19.42,Normal,1277.9,2312.9,High Activity,1.81,7.38,2.11,True,Maintenance,9,7,synthetic,train
34,Male,184.6,58.6,17.19,Underweight,1566.4,2835.1,High Activity,1.81,6.05,3.05,True,Maintenance,9,6,synthetic,train
70,Male,179.6,82.6,25.61,Overweight,1658.8,2571.2,Moderate Activity,1.55,4.01,1.11,True,Maintenance,8,8,synthetic,train
48,Female,163.3,63.2,23.68,Normal,1329.7,1715.3,Low Activity,1.29,1.86,0.66,True,Maintenance,7,7,synthetic,train
32,Female,159.2,53.1,20.94,Normal,1292.7,2339.9,High Activity,1.81,6.47,2.9,True,Maintenance,9,7,synthetic,train
61,Female,159.9,46.2,18.05,Underweight,1106.0,1714.3,Moderate Activity,1.55,2.88,1.34,True,Maintenance,8,6,synthetic,train
46,Female,169.4,68.3,23.79,Normal,1404.9,2542.8,High Activity,1.81,6.17,3.47,True,Maintenance,9,7,synthetic,train
72,Male,175.4,61.3,19.91,Normal,1342.2,2429.4,High Activity,1.81,6.26,2.16,True,Maintenance,9,7,synthetic,train
49,Male,177.3,73.6,23.39,Normal,1646.7,2980.5,High Activity,1.81,6.36,2.23,True,Maintenance,9,7,synthetic,train
32,Male,165.3,45.1,16.51,Underweight,1303.8,2359.9,High Activity,1.81,5.63,2.74,True,Maintenance,9,6,synthetic,train
30,Male,170.5,60.9,20.95,Normal,1552.4,2406.2,Moderate Activity,1.55,3.76,1.52,True,Maintenance,8,7,synthetic,train
38,Male,176.0,74.7,24.12,Normal,1718.4,3110.3,High Activity,1.81,5.21,2.89,True,Maintenance,9,7,synthetic,train
54,Female,152.6,42.8,18.36,Underweight,1082.3,1677.6,Moderate Activity,1.55,3.48,1.8,True,Maintenance,8,6,synthetic,train
29,Male,161.9,65.1,24.83,Normal,1572.7,2846.6,High Activity,1.81,5.9,3.29,True,Maintenance,9,7,synthetic,train
35,Male,158.2,44.2,17.68,Underweight,1241.0,2246.2,High Activity,1.81,5.56,1.5,True,Maintenance,9,6,synthetic,train
57,Female,162.8,54.4,20.52,Normal,1207.7,2186.0,High Activity,1.81,6.21,2.64,True,Maintenance,9,7,synthetic,train
71,Female,160.5,58.8,22.84,Normal,1181.4,2138.4,High Activity,1.81,6.45,2.78,True,Maintenance,9,7,synthetic,train
64,Male,167.8,70.0,24.85,Normal,1468.1,2657.2,High Activity,1.81,4.75,2.82,True,Maintenance,9,7,synthetic,train
61,Female,162.4,55.7,21.12,Normal,1201.3,1549.7,Low Activity,1.29,1.87,0.7,True,Maintenance,7,7,synthetic,train
35,Female,158.1,59.6,23.83,Normal,1336.8,2072.1,Moderate Activity,1.55,4.71,1.63,True,Maintenance,8,7,synthetic,train
52,Female,165.0,57.4,21.08,Normal,1264.0,2287.8,High Activity,1.81,5.03,3.61,True,Maintenance,9,7,synthetic,train
63,Female,171.6,62.3,21.18,Normal,1282.8,2321.9,High Activity,1.81,4.87,3.55,True,Maintenance,9,7,synthetic,train
50,Male,189.9,79.5,22.04,Normal,1780.1,3222.0,High Activity,1.81,6.34,2.39,True,Maintenance,9,7,synthetic,train
57,Male,184.6,68.8,20.17,Normal,1572.1,2845.5,High Activity,1.81,5.3,3.49,True,Maintenance,9,7,synthetic,train
43,Female,164.2,58.3,21.62,Normal,1309.1,2369.5,High Activity,1.81,5.37,2.02,True,Maintenance,9,7,synthetic,train
34,Female,150.0,40.0,17.78,Underweight,1135.0,2054.3,High Activity,1.81,5.9,3.12,True,Maintenance,9,6,synthetic,train
72,Male,176.0,59.1,19.09,Normal,1316.0,2382.0,High Activity,1.81,4.05,3.4,True,Maintenance,9,7,synthetic,train
62,Male,174.7,55.4,18.15,Underweight,1317.0,2383.7,High Activity,1.81,5.84,2.91,True,Maintenance,9,6,synthetic,train
36,Male,182.2,77.4,23.3,Normal,1795.1,2782.4,Moderate Activity,1.55,2.99,1.96,True,Maintenance,8,7,synthetic,train
51,Female,157.6,54.8,22.05,Normal,1221.5,2210.8,High Activity,1.81,5.2,3.76,True,Maintenance,9,7,synthetic,train
65,Male,165.2,44.8,16.43,Underweight,1113.0,2014.6,High Activity,1.81,5.24,2.34,True,Maintenance,9,6,synthetic,train
69,Male,185.7,84.4,24.47,Normal,1718.2,3110.0,High Activity,1.81,6.75,3.95,True,Maintenance,9,7,synthetic,train
35,Male,163.2,65.1,24.46,Normal,1545.2,1993.3,Low Activity,1.29,1.28,1.08,True,Maintenance,7,7,synthetic,train
25,Male,172.8,57.9,19.38,Normal,1550.9,2404.0,Moderate Activity,1.55,4.02,2.48,True,Maintenance,8,7,synthetic,train
27,Female,162.0,61.3,23.36,Normal,1399.6,2533.3,High Activity,1.81,4.72,2.59,True,Maintenance,9,7,synthetic,train
57,Female,165.9,64.7,23.5,Normal,1313.1,2376.7,High Activity,1.81,5.95,2.31,True,Maintenance,9,7,synthetic,train
19,Male,172.7,66.2,22.18,Normal,1695.9,3069.7,High Activity,1.81,4.22,2.82,True,Maintenance,9,7,synthetic,train
35,Male,185.3,72.4,21.09,Normal,1749.6,3166.8,High Activity,1.81,6.41,3.1,True,Maintenance,9,7,synthetic,train
41,Male,169.9,67.3,23.31,Normal,1572.7,2437.7,Moderate Activity,1.55,3.55,1.98,True,Maintenance,8,7,synthetic,train
55,Female,151.4,40.0,17.44,Underweight,1048.5,1897.8,High Activity,1.81,4.87,2.39,True,Maintenance,9,6,synthetic,train
69,Male,166.1,73.1,26.48,Overweight,1472.4,2282.2,Moderate Activity,1.55,3.99,2.04,True,Maintenance,8,8,synthetic,train
42,Female,164.3,55.7,20.62,Normal,1289.7,2334.4,High Activity,1.81,5.91,2.88,True,Maintenance,9,7,synthetic,train
68,Female,177.5,74.5,23.64,Normal,1391.5,2156.8,Moderate Activity,1.55,4.47,1.49,True,Maintenance,8,7,synthetic,train
47,Male,181.5,58.5,17.76,Underweight,1476.9,2673.3,High Activity,1.81,5.46,2.23,True,Maintenance,9,6,synthetic,train
20,Female,167.7,67.5,24.0,Normal,1505.1,1941.6,Low Activity,1.29,1.65,0.82,True,Maintenance,7,7,synthetic,train
40,Male,179.3,67.8,21.07,Normal,1629.5,2949.3,High Activity,1.81,6.58,2.69,True,Maintenance,9,7,synthetic,train
65,Male,159.5,75.2,29.57,Overweight,1492.9,1925.8,Low Activity,1.29,1.36,0.23,True,Maintenance,7,8,synthetic,train
65,Male,168.8,58.3,20.46,Normal,1309.8,2370.7,High Activity,1.81,5.46,2.7,True,Maintenance,9,7,synthetic,train
67,Female,157.9,57.2,22.95,Normal,1176.0,2128.5,High Activity,1.81,5.85,2.97,True,Maintenance,9,7,synthetic,train
47,Female,165.0,56.6,20.79,Normal,1278.2,2313.6,High Activity,1.81,5.83,1.44,True,Maintenance,9,7,synthetic,train
46,Male,182.5,72.5,21.75,Normal,1674.1,3030.2,High Activity,1.81,5.97,2.52,True,Maintenance,9,7,synthetic,train
73,Female,150.5,44.8,19.75,Normal,1011.8,1568.2,Moderate Activity,1.55,2.68,1.57,True,Maintenance,8,7,synthetic,train
34,Female,174.8,71.2,23.31,Normal,1500.5,2715.9,High Activity,1.81,6.52,1.96,True,Maintenance,9,7,synthetic,train
56,Male,181.3,62.0,18.85,Normal,1471.2,2662.9,High Activity,1.81,5.7,2.1,True,Maintenance,9,7,synthetic,train
26,Male,171.7,85.9,29.14,Overweight,1916.0,3468.0,High Activity,1.81,5.92,2.66,True,Maintenance,9,8,synthetic,train
18,Male,167.0,57.8,20.73,Normal,1562.8,2828.6,High Activity,1.81,5.65,3.53,True,Maintenance,9,7,synthetic,train
58,Male,181.5,60.9,18.49,Underweight,1445.4,2616.2,High Activity,1.81,5.71,2.57,True,Maintenance,9,6,synthetic,train
35,Female,157.2,53.7,21.76,Normal,1279.8,1983.7,Moderate Activity,1.55,2.57,1.81,True,Maintenance,8,7,synthetic,train
20,Male,187.0,86.8,24.82,Normal,2035.4,3684.1,High Activity,1.81,6.0,1.99,True,Maintenance,9,7,synthetic,train
63,Male,167.2,47.5,17.01,Underweight,1170.1,2117.9,High Activity,1.81,6.84,2.54,True,Maintenance,3,6,synthetic,train
41,Male,183.2,56.3,16.77,Underweight,1489.3,2695.6,High Activity,1.81,5.99,2.14,True,Maintenance,9,6,synthetic,train
72,Female,150.0,66.2,29.44,Overweight,1213.0,2195.5,High Activity,1.81,4.82,2.44,True,Maintenance,9,8,synthetic,train
48,Female,159.8,42.8,16.74,Underweight,1130.3,2045.9,High Activity,1.81,5.06,2.55,True,Maintenance,9,6,synthetic,train
63,Female,164.2,43.6,16.18,Underweight,1086.9,1684.7,Moderate Activity,1.55,3.22,2.02,True,Maintenance,8,6,synthetic,train
46,Female,158.7,46.3,18.39,Underweight,1168.5,2115.1,High Activity,1.81,5.64,2.91,True,Maintenance,9,6,synthetic,train
71,Female,159.7,70.1,27.46,Overweight,1283.1,2322.4,High Activity,1.81,5.61,2.84,True,Maintenance,9,8,synthetic,train
51,Female,179.4,92.4,28.7,Overweight,1636.9,2962.8,High Activity,1.81,7.11,3.18,True,Maintenance,9,8,synthetic,train
67,Male,185.0,72.4,21.13,Normal,1565.3,2833.1,High Activity,1.81,5.64,2.68,True,Maintenance,9,7,synthetic,train
36,Female,155.4,47.5,19.69,Normal,1212.8,1564.5,Low Activity,1.29,1.4,0.62,True,Maintenance,7,7,synthetic,train
44,Female,168.3,72.4,25.57,Overweight,1448.3,2621.3,High Activity,1.81,6.65,3.45,True,Maintenance,9,8,synthetic,train
33,Male,175.1,66.1,21.56,Normal,1627.0,2945.0,High Activity,1.81,6.3,3.45,True,Maintenance,9,7,synthetic,train
46,Female,172.9,71.1,23.79,Normal,1441.3,2608.7,High Activity,1.81,3.81,3.74,True,Maintenance,9,7,synthetic,train
23,Male,180.5,77.4,23.78,Normal,1861.2,3368.8,High Activity,1.81,4.54,2.96,True,Maintenance,9,7,synthetic,train
50,Female,162.5,64.6,24.47,Normal,1332.1,2411.1,High Activity,1.81,5.97,3.6,True,Maintenance,9,7,synthetic,train
45,Male,176.3,53.4,17.18,Underweight,1394.2,2523.4,High Activity,1.81,6.07,1.63,True,Maintenance,9,6,synthetic,train
30,Male,171.9,51.6,17.44,Underweight,1433.9,2222.5,Moderate Activity,1.55,2.96,1.62,True,Maintenance,8,6,synthetic,train
70,Female,171.5,64.7,21.99,Normal,1273.7,2305.4,High Activity,1.81,4.57,2.93,True,Maintenance,9,7,synthetic,train
74,Female,151.9,61.6,26.68,Overweight,1167.5,2113.1,High Activity,1.81,5.34,3.74,True,Maintenance,9,8,synthetic,train
28,Male,188.0,85.4,24.16,Normal,1974.8,3574.4,High Activity,1.81,4.69,2.88,True,Maintenance,9,7,synthetic,train
65,Female,160.3,60.0,23.36,Normal,1217.6,2203.9,High Activity,1.81,6.28,3.28,True,Maintenance,9,7,synthetic,train
26,Male,176.9,67.2,21.48,Normal,1690.7,3060.2,High Activity,1.81,6.04,2.89,True,Maintenance,9,7,synthetic,train
42,Female,164.1,58.2,21.63,Normal,1312.5,2375.7,High Activity,1.81,5.72,2.87,True,Maintenance,9,7,synthetic,train
50,Female,167.9,75.2,26.68,Overweight,1447.1,2619.3,High Activity,1.81,5.49,3.3,True,Maintenance,9,8,synthetic,train
69,Female,163.1,62.9,23.65,Normal,1236.1,1916.0,Moderate Activity,1.55,4.09,1.7,True,Maintenance,8,7,synthetic,train
27,Female,161.1,55.5,21.38,Normal,1342.8,2430.5,High Activity,1.81,6.86,2.1,True,Maintenance,9,7,synthetic,train
33,Male,177.4,64.1,20.37,Normal,1610.8,2915.5,High Activity,1.81,7.1,2.05,True,Maintenance,9,7,synthetic,train
69,Female,161.4,64.1,24.63,Normal,1241.6,2247.3,High Activity,1.81,6.56,2.77,True,Maintenance,9,7,synthetic,train
61,Male,166.9,53.7,19.29,Normal,1262.7,2285.6,High Activity,1.81,6.48,3.28,True,Maintenance,9,7,synthetic,train
19,Female,165.2,80.8,29.6,Overweight,1624.5,2940.4,High Activity,1.81,6.43,3.02,True,Maintenance,9,8,synthetic,train
31,Female,164.8,58.9,21.68,Normal,1368.6,2477.2,High Activity,1.81,5.66,2.02,True,Maintenance,9,7,synthetic,train
57,Male,183.2,74.6,22.24,Normal,1643.9,2975.5,High Activity,1.81,6.9,2.25,True,Maintenance,9,7,synthetic,train
32,Female,165.8,52.9,19.26,Normal,1312.1,2374.8,High Activity,1.81,6.39,2.88,True,Maintenance,9,7,synthetic,train
25,Male,160.3,73.1,28.45,Overweight,1695.6,2187.3,Low Activity,1.29,1.32,1.1,True,Maintenance,7,8,synthetic,train
72,Female,155.4,41.8,17.33,Underweight,1004.0,1556.2,Moderate Activity,1.55,4.11,1.91,True,Maintenance,8,6,synthetic,train
48,Male,173.6,56.9,18.87,Normal,1410.6,2553.1,High Activity,1.81,6.63,3.31,True,Maintenance,9,7,synthetic,train
74,Female,155.0,42.8,17.8,Underweight,1002.9,1815.3,High Activity,1.81,5.98,2.72,True,Maintenance,9,6,synthetic,train
74,Male,158.5,53.0,21.11,Normal,1139.7,2062.9,High Activity,1.81,6.13,2.47,True,Maintenance,9,7,synthetic,train
38,Female,167.9,61.3,21.74,Normal,1369.5,2122.8,Moderate Activity,1.55,3.31,2.1,True,Maintenance,8,7,synthetic,train
61,Female,166.3,50.4,18.23,Underweight,1165.1,2108.9,High Activity,1.81,6.61,2.32,True,Maintenance,9,6,synthetic,train
55,Female,159.1,63.8,25.2,Overweight,1292.4,2339.2,High Activity,1.81,6.45,2.5,True,Maintenance,9,8,synthetic,train
68,Female,163.2,55.0,20.66,Normal,1167.4,2113.0,High Activity,1.81,5.53,1.92,True,Maintenance,9,7,synthetic,train
50,Male,180.6,78.0,23.91,Normal,1716.3,3106.5,High Activity,1.81,6.43,3.16,True,Maintenance,9,7,synthetic,train
59,Female,158.3,68.3,27.28,Overweight,1314.2,2378.8,High Activity,1.81,4.65,1.86,True,Maintenance,9,8,synthetic,train
40,Male,178.0,83.1,26.23,Overweight,1829.5,3311.4,High Activity,1.81,7.2,3.59,True,Maintenance,9,8,synthetic,train
68,Female,151.9,52.3,22.68,Normal,1107.4,2004.4,High Activity,1.81,6.51,2.94,True,Maintenance,9,7,synthetic,train
70,Female,163.3,54.2,20.32,Normal,1151.5,2084.3,High Activity,1.81,6.65,3.03,True,Maintenance,9,7,synthetic,train
47,Male,181.9,66.8,20.2,Normal,1589.5,2877.0,High Activity,1.81,5.66,2.37,True,Maintenance,9,7,synthetic,train
74,Female,163.3,43.1,16.16,Underweight,1031.4,1866.8,High Activity,1.81,4.78,2.84,True,Maintenance,9,6,synthetic,train
29,Female,151.4,42.2,18.41,Underweight,1180.9,2137.5,High Activity,1.81,5.21,2.89,True,Maintenance,9,6,synthetic,train
54,Male,176.0,54.1,17.45,Underweight,1350.7,2444.7,High Activity,1.81,6.37,3.28,True,Maintenance,9,6,synthetic,train
22,Male,173.1,84.1,28.06,Overweight,1920.4,3476.0,High Activity,1.81,5.01,2.48,True,Maintenance,9,8,synthetic,train
24,Female,150.7,44.3,19.49,Normal,1220.0,2208.2,High Activity,1.81,5.18,3.13,True,Maintenance,9,7,synthetic,train
54,Male,167.1,60.0,21.5,Normal,1387.9,2512.0,High Activity,1.81,5.57,2.62,True,Maintenance,9,7,synthetic,train
21,Female,159.5,43.5,17.11,Underweight,1253.0,1942.2,Moderate Activity,1.55,3.78,2.13,True,Maintenance,8,6,synthetic,train
71,Female,162.6,67.8,25.66,Overweight,1270.7,1639.2,Low Activity,1.29,1.23,1.19,True,Maintenance,7,8,synthetic,train
59,Female,155.6,56.7,23.4,Normal,1198.2,1545.7,Low Activity,1.29,1.18,0.98,True,Maintenance,7,7,synthetic,train
55,Male,170.3,49.2,16.97,Underweight,1252.4,2266.9,High Activity,1.81,6.88,3.24,True,Maintenance,9,6,synthetic,train
42,Male,184.7,82.1,24.07,Normal,1836.1,3323.3,High Activity,1.81,5.41,3.37,True,Maintenance,9,7,synthetic,train
21,Male,168.8,60.8,21.35,Normal,1593.7,2884.7,High Activity,1.81,5.61,1.85,True,Maintenance,9,7,synthetic,train
56,Female,153.9,41.3,17.46,Underweight,1064.2,1649.5,Moderate Activity,1.55,2.74,1.96,True,Maintenance,8,6,synthetic,train
55,Male,166.2,63.5,22.99,Normal,1424.9,2579.1,High Activity,1.81,5.61,2.8,True,Maintenance,9,7,synthetic,train
41,Female,160.0,63.4,24.77,Normal,1352.3,2447.6,High Activity,1.81,5.88,3.25,True,Maintenance,9,7,synthetic,train
43,Female,162.0,60.6,23.09,Normal,1323.9,2396.3,High Activity,1.81,5.68,2.96,True,Maintenance,9,7,synthetic,train
47,Female,167.6,83.9,29.88,Overweight,1539.1,2785.7,High Activity,1.81,6.66,3.11,True,Maintenance,9,8,synthetic,train
40,Female,164.7,51.1,18.85,Normal,1257.0,1621.6,Low Activity,1.29,0.93,0.86,True,Maintenance,7,7,synthetic,train
67,Male,171.5,48.0,16.32,Underweight,1174.7,2126.2,High Activity,1.81,6.44,2.72,True,Maintenance,9,6,synthetic,train
24,Male,187.1,58.9,16.83,Underweight,1638.9,2114.2,Low Activity,1.29,1.14,0.81,True,Maintenance,7,6,synthetic,train
